Yaw,PosX,PosY,VelocityNorm,AngularVelocityZ,Time,angular_acceleration
0.998416294987132,20.5981431505695,22.7944741811117,10,-0.276642951895777,1.02,-0.2712276223123977
0.995636304087058,20.6981280104515,22.7962142364012,10,-0.279355228118902,1.03,-0.2712276223125032
0.992829190424753,20.7981129550538,22.7979494167583,10,-0.282067504342026,1.04,-0.2712276223123977
0.989994954000218,20.8980979849578,22.7996796748478,10,-0.28477978056515,1.05,-0.27122762231240327
0.987133594813451,20.9980831007379,22.8014049633345,10,-0.287492056788274,1.06,-0.2712276223123977
0.984245112864452,21.0980683029614,22.8031252348829,10,-0.290204333011398,1.07,-0.2712276223123977
0.981329508153223,21.1980535921886,22.8048404421574,10,-0.292916609234522,1.08,-0.27122762231240327
0.978386780679762,21.2980389689725,22.8065505378225,10,-0.295628885457647,1.09,-0.27122762231249764
0.97541693044407,21.3980244338589,22.8082554745424,10,-0.298341161680771,1.1,-0.27122762231240327
0.972419957446146,21.4980099873862,22.8099552049813,10,-0.301053437903895,1.11,-0.2712276223123977
0.969395861685992,21.5979956300854,22.8116496818032,10,-0.303765714127019,1.12,-0.27122762231240327
0.966344643163606,21.6979813624802,22.8133388576721,10,-0.306477990350143,1.13,-0.2712276223123977
0.963266301878989,21.7979671850866,22.8150226852517,10,-0.309190266573267,1.14,-0.2712276223123977
0.960160837832141,21.897953098413,22.8167011172057,10,-0.311902542796392,1.15,-0.2712276223125032
0.957028251023061,21.9979391029604,22.8183741061978,10,-0.314614819019516,1.16,-0.2712276223123977
0.953868541451751,22.0979251992217,22.8200416048913,10,-0.31732709524264,1.17,-0.27122762231240327
0.950681709118209,22.1979113876822,22.8217035659498,10,-0.320039371465764,1.18,-0.2712276223123977
0.947467754022435,22.2978976688194,22.8233599420363,10,-0.322751647688888,1.19,-0.2712276223123977
0.944226676164431,22.3978840431026,22.8250106858141,10,-0.325463923912012,1.2,-0.27122762231240327
0.940958475544195,22.4978705109935,22.8266557499462,10,-0.328176200135137,1.21,-0.27122762231249764
0.937663152161728,22.5978570729453,22.8282950870955,10,-0.330888476358261,1.22,-0.27122762231240327
0.93434070601703,22.6978437294035,22.8299286499247,10,-0.333600752581385,1.23,-0.2712276223123977
